City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
511,Husavik,IS,66.0449,-17.3389,47.37,82,51,10.27
512,Punta Gorda,US,26.9298,-82.0454,81.0,67,96,13.0
513,Belmonte,BR,-15.8631,-38.8828,71.4,82,23,4.97
514,Kaeo,NZ,-35.1,173.7833,60.33,64,35,4.0
515,Novosineglazovskiy,RU,55.0401,61.3792,60.51,77,50,17.34
516,Haverfordwest,GB,51.8017,-4.9691,54.55,92,56,8.05
517,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.39,51,34,2.64
518,Baruun-Urt,MN,46.6806,113.2792,78.84,37,100,15.55
519,Borogontsy,RU,62.6683,131.1683,77.2,47,100,2.77
520,Laizhou,CN,37.1717,119.9214,92.52,39,81,14.56
521,Maragogi,BR,-9.0122,-35.2225,75.33,85,89,9.71
522,Genhe,CN,50.7833,121.5167,73.81,39,38,8.21
523,Tapes,BR,-30.6733,-51.3958,60.06,98,99,0.92
524,San Luis,AR,-33.295,-66.3356,40.89,72,99,19.3
525,Paita,PE,-5.0892,-81.1144,63.99,80,86,11.9
526,Almeria,ES,37.1667,-2.3333,60.44,41,0,5.46
527,Nuuk,GL,64.1835,-51.7216,34.41,93,75,6.91
528,Saskatoon,CA,52.1168,-106.6345,69.78,43,20,3.44
529,Qixingtai,CN,30.4135,111.8874,85.77,77,85,11.79
530,Whitehorse,CA,60.7161,-135.0538,65.17,29,75,6.91
531,Pitea,SE,65.3172,21.4794,50.09,66,54,9.57
532,Leh,IN,34.1667,77.5833,54.52,37,20,6.46
533,Walla Walla,US,46.0646,-118.343,79.57,34,0,4.61
534,Northeim,DE,51.7,10.0,56.68,85,56,1.01
535,Palu,ID,-0.8917,119.8707,84.49,78,79,2.66
536,Atar,MR,20.5169,-13.0499,86.95,53,61,1.81
537,Elko,US,41.0002,-115.5012,80.62,25,34,5.86
538,Moskovskiy,RU,55.5991,37.355,57.27,87,0,7.0
539,Achit,RU,56.7985,57.8994,55.69,91,24,13.09
540,Zafarabad,IN,25.7,82.7333,87.82,42,6,7.54
541,Damietta,EG,31.4165,31.8133,75.09,73,0,15.88
542,Severo-Yeniseyskiy,RU,60.3725,93.0408,71.89,29,0,6.46
543,Asuncion,PY,-25.3007,-57.6359,71.04,88,75,13.8
544,Kununurra,AU,-15.7667,128.7333,84.18,21,0,18.41
545,Vrangel,RU,42.7297,133.0839,60.51,99,100,11.48
546,Sinnamary,GF,5.3833,-52.95,77.02,85,100,4.76
